source,data,ts
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:07.237596""}",2026-08-08T02:44:07.243533
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:07.237596""}",2026-08-08T02:44:07.254502
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:07.237596""}",2026-08-08T02:44:07.265474
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.0, ""ts"": ""2026-08-08T02:44:07.238547""}",2026-08-08T02:44:07.275445
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:12.238750""}",2026-08-08T02:44:12.246148
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 466.73, ""energy_wh_delta"": 0.00065, ""ts"": ""2026-08-08T02:44:12.238750""}",2026-08-08T02:44:12.261783
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 624.63, ""energy_wh_delta"": 0.00087, ""ts"": ""2026-08-08T02:44:12.238750""}",2026-08-08T02:44:12.277408
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.3, ""ts"": ""2026-08-08T02:44:12.238750""}",2026-08-08T02:44:12.293024
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:17.250333""}",2026-08-08T02:44:17.250333
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:17.250333""}",2026-08-08T02:44:17.256840
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 647.86, ""energy_wh_delta"": 0.0009, ""ts"": ""2026-08-08T02:44:17.250333""}",2026-08-08T02:44:17.256840
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.9, ""ts"": ""2026-08-08T02:44:17.250333""}",2026-08-08T02:44:17.272468
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:22.262016""}",2026-08-08T02:44:22.262016
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:22.262016""}",2026-08-08T02:44:22.268522
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:22.262016""}",2026-08-08T02:44:22.268522
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -53.9, ""ts"": ""2026-08-08T02:44:22.262016""}",2026-08-08T02:44:22.284150
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:27.271632""}",2026-08-08T02:44:27.271632
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:27.271632""}",2026-08-08T02:44:27.287051
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 361.09, ""energy_wh_delta"": 0.0005, ""ts"": ""2026-08-08T02:44:27.271632""}",2026-08-08T02:44:27.302679
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -51.9, ""ts"": ""2026-08-08T02:44:27.271632""}",2026-08-08T02:44:27.311692
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:32.282527""}",2026-08-08T02:44:32.282527
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 369.55, ""energy_wh_delta"": 0.00051, ""ts"": ""2026-08-08T02:44:32.282527""}",2026-08-08T02:44:32.282527
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 422.83, ""energy_wh_delta"": 0.00059, ""ts"": ""2026-08-08T02:44:32.282527""}",2026-08-08T02:44:32.298143
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -52.3, ""ts"": ""2026-08-08T02:44:32.282527""}",2026-08-08T02:44:32.313767
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:37.290527""}",2026-08-08T02:44:37.290527
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:37.290527""}",2026-08-08T02:44:37.305921
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 397.73, ""energy_wh_delta"": 0.00055, ""ts"": ""2026-08-08T02:44:37.290527""}",2026-08-08T02:44:37.321550
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.5, ""ts"": ""2026-08-08T02:44:37.290527""}",2026-08-08T02:44:37.328063
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:42.298299""}",2026-08-08T02:44:42.303002
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 512.73, ""energy_wh_delta"": 0.00071, ""ts"": ""2026-08-08T02:44:42.298299""}",2026-08-08T02:44:42.303002
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:42.298299""}",2026-08-08T02:44:42.318627
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -50.1, ""ts"": ""2026-08-08T02:44:42.298299""}",2026-08-08T02:44:42.318627
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:47.299283""}",2026-08-08T02:44:47.314441
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:47.299283""}",2026-08-08T02:44:47.328406
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 609.47, ""energy_wh_delta"": 0.00085, ""ts"": ""2026-08-08T02:44:47.299283""}",2026-08-08T02:44:47.337458
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.7, ""ts"": ""2026-08-08T02:44:47.300285""}",2026-08-08T02:44:47.346815
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:52.314074""}",2026-08-08T02:44:52.323004
energy,"{""tile_id"": ""tile_2"", ""steps"": 2, ""power_mw"": 1003.49, ""energy_wh_delta"": 0.00139, ""ts"": ""2026-08-08T02:44:52.314074""}",2026-08-08T02:44:52.338641
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:52.314074""}",2026-08-08T02:44:52.338641
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.1, ""ts"": ""2026-08-08T02:44:52.314074""}",2026-08-08T02:44:52.351660
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:57.322760""}",2026-08-08T02:44:57.322760
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:44:57.322760""}",2026-08-08T02:44:57.338198
energy,"{""tile_id"": ""tile_3"", ""steps"": 2, ""power_mw"": 681.54, ""energy_wh_delta"": 0.00095, ""ts"": ""2026-08-08T02:44:57.322760""}",2026-08-08T02:44:57.357834
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.3, ""ts"": ""2026-08-08T02:44:57.322760""}",2026-08-08T02:44:57.373470
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:02.328669""}",2026-08-08T02:45:02.336318
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:02.328669""}",2026-08-08T02:45:02.351950
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:02.328669""}",2026-08-08T02:45:02.365963
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.9, ""ts"": ""2026-08-08T02:45:02.328669""}",2026-08-08T02:45:02.365963
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:07.343203""}",2026-08-08T02:45:07.350592
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:07.343203""}",2026-08-08T02:45:07.366227
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 641.89, ""energy_wh_delta"": 0.00089, ""ts"": ""2026-08-08T02:45:07.343203""}",2026-08-08T02:45:07.373244
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.1, ""ts"": ""2026-08-08T02:45:07.343203""}",2026-08-08T02:45:07.373244
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 334.31, ""energy_wh_delta"": 0.00046, ""ts"": ""2026-08-08T02:45:12.346726""}",2026-08-08T02:45:12.357051
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:12.346726""}",2026-08-08T02:45:12.357051
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:12.346726""}",2026-08-08T02:45:12.372678
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.9, ""ts"": ""2026-08-08T02:45:12.346726""}",2026-08-08T02:45:12.372678
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:17.354517""}",2026-08-08T02:45:17.363170
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:17.354517""}",2026-08-08T02:45:17.379759
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:17.354517""}",2026-08-08T02:45:17.379759
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.0, ""ts"": ""2026-08-08T02:45:17.354517""}",2026-08-08T02:45:17.400169
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:22.368983""}",2026-08-08T02:45:22.368983
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 490.86, ""energy_wh_delta"": 0.00068, ""ts"": ""2026-08-08T02:45:22.368983""}",2026-08-08T02:45:22.384462
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:22.368983""}",2026-08-08T02:45:22.400084
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.5, ""ts"": ""2026-08-08T02:45:22.368983""}",2026-08-08T02:45:22.415836
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:27.379222""}",2026-08-08T02:45:27.379222
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:27.379222""}",2026-08-08T02:45:27.379222
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:27.379222""}",2026-08-08T02:45:27.394842
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.2, ""ts"": ""2026-08-08T02:45:27.379222""}",2026-08-08T02:45:27.394842
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:32.381858""}",2026-08-08T02:45:32.391402
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:32.382857""}",2026-08-08T02:45:32.413721
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:32.383856""}",2026-08-08T02:45:32.413721
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.5, ""ts"": ""2026-08-08T02:45:32.383856""}",2026-08-08T02:45:32.429905
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:37.398987""}",2026-08-08T02:45:37.398987
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:37.398987""}",2026-08-08T02:45:37.398987
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:37.398987""}",2026-08-08T02:45:37.418393
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -57.3, ""ts"": ""2026-08-08T02:45:37.398987""}",2026-08-08T02:45:37.430806
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:42.412185""}",2026-08-08T02:45:42.417174
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:42.412185""}",2026-08-08T02:45:42.418204
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:42.412185""}",2026-08-08T02:45:42.433074
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.6, ""ts"": ""2026-08-08T02:45:42.413183""}",2026-08-08T02:45:42.433590
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:47.414444""}",2026-08-08T02:45:47.418903
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:47.414444""}",2026-08-08T02:45:47.430351
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 619.32, ""energy_wh_delta"": 0.00086, ""ts"": ""2026-08-08T02:45:47.414444""}",2026-08-08T02:45:47.430351
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.4, ""ts"": ""2026-08-08T02:45:47.414444""}",2026-08-08T02:45:47.445764
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:52.414586""}",2026-08-08T02:45:52.414586
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:52.414586""}",2026-08-08T02:45:52.431411
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:52.414586""}",2026-08-08T02:45:52.446246
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.6, ""ts"": ""2026-08-08T02:45:52.431411""}",2026-08-08T02:45:52.456753
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:57.445742""}",2026-08-08T02:45:57.449732
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:57.445742""}",2026-08-08T02:45:57.451761
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:45:57.445742""}",2026-08-08T02:45:57.466470
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.3, ""ts"": ""2026-08-08T02:45:57.446740""}",2026-08-08T02:45:57.468499
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:02.459846""}",2026-08-08T02:46:02.464746
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:02.459846""}",2026-08-08T02:46:02.475718
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:02.459846""}",2026-08-08T02:46:02.483250
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.5, ""ts"": ""2026-08-08T02:46:02.459846""}",2026-08-08T02:46:02.490231
energy,"{""tile_id"": ""tile_1"", ""steps"": 2, ""power_mw"": 1265.05, ""energy_wh_delta"": 0.00176, ""ts"": ""2026-08-08T02:46:07.463213""}",2026-08-08T02:46:07.464114
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 545.09, ""energy_wh_delta"": 0.00076, ""ts"": ""2026-08-08T02:46:07.464114""}",2026-08-08T02:46:07.479928
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:07.464114""}",2026-08-08T02:46:07.479928
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -53.6, ""ts"": ""2026-08-08T02:46:07.464114""}",2026-08-08T02:46:07.496732
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:12.479261""}",2026-08-08T02:46:12.484246
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:12.480257""}",2026-08-08T02:46:12.487110
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:12.480257""}",2026-08-08T02:46:12.500424
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.6, ""ts"": ""2026-08-08T02:46:12.480257""}",2026-08-08T02:46:12.503152
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:17.480868""}",2026-08-08T02:46:17.492865
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:17.480868""}",2026-08-08T02:46:17.500547
energy,"{""tile_id"": ""tile_3"", ""steps"": 2, ""power_mw"": 1072.67, ""energy_wh_delta"": 0.00149, ""ts"": ""2026-08-08T02:46:17.480868""}",2026-08-08T02:46:17.503322
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.7, ""ts"": ""2026-08-08T02:46:17.480868""}",2026-08-08T02:46:17.517219
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:22.497485""}",2026-08-08T02:46:22.497485
energy,"{""tile_id"": ""tile_2"", ""steps"": 1, ""power_mw"": 364.37, ""energy_wh_delta"": 0.00051, ""ts"": ""2026-08-08T02:46:22.497485""}",2026-08-08T02:46:22.515399
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:22.497485""}",2026-08-08T02:46:22.518952
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.1, ""ts"": ""2026-08-08T02:46:22.497485""}",2026-08-08T02:46:22.530949
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 587.34, ""energy_wh_delta"": 0.00082, ""ts"": ""2026-08-08T02:46:27.497663""}",2026-08-08T02:46:27.505828
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:27.497663""}",2026-08-08T02:46:27.514155
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:27.497663""}",2026-08-08T02:46:27.514155
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.1, ""ts"": ""2026-08-08T02:46:27.497663""}",2026-08-08T02:46:27.530281
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:32.498368""}",2026-08-08T02:46:32.507295
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:32.498368""}",2026-08-08T02:46:32.515475
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:32.498368""}",2026-08-08T02:46:32.531727
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -53.4, ""ts"": ""2026-08-08T02:46:32.498368""}",2026-08-08T02:46:32.531727
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:37.512984""}",2026-08-08T02:46:37.514053
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:37.512984""}",2026-08-08T02:46:37.514053
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:37.514053""}",2026-08-08T02:46:37.530519
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.6, ""ts"": ""2026-08-08T02:46:37.514053""}",2026-08-08T02:46:37.530519
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 456.7, ""energy_wh_delta"": 0.00063, ""ts"": ""2026-08-08T02:46:42.529268""}",2026-08-08T02:46:42.536271
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:42.529268""}",2026-08-08T02:46:42.536271
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:42.529268""}",2026-08-08T02:46:42.551903
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -60.5, ""ts"": ""2026-08-08T02:46:42.529268""}",2026-08-08T02:46:42.566414
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 434.76, ""energy_wh_delta"": 0.0006, ""ts"": ""2026-08-08T02:46:47.529827""}",2026-08-08T02:46:47.533816
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:47.529827""}",2026-08-08T02:46:47.538033
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:47.529827""}",2026-08-08T02:46:47.547435
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -56.4, ""ts"": ""2026-08-08T02:46:47.533816""}",2026-08-08T02:46:47.555413
energy,"{""tile_id"": ""tile_1"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:52.543436""}",2026-08-08T02:46:52.543436
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:52.543436""}",2026-08-08T02:46:52.558818
energy,"{""tile_id"": ""tile_3"", ""steps"": 2, ""power_mw"": 755.48, ""energy_wh_delta"": 0.00105, ""ts"": ""2026-08-08T02:46:52.543436""}",2026-08-08T02:46:52.574438
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -55.5, ""ts"": ""2026-08-08T02:46:52.543436""}",2026-08-08T02:46:52.580953
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 330.05, ""energy_wh_delta"": 0.00046, ""ts"": ""2026-08-08T02:46:57.549290""}",2026-08-08T02:46:57.553051
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:57.549290""}",2026-08-08T02:46:57.553051
energy,"{""tile_id"": ""tile_3"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:46:57.549290""}",2026-08-08T02:46:57.568677
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -54.4, ""ts"": ""2026-08-08T02:46:57.552042""}",2026-08-08T02:46:57.568677
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 433.89, ""energy_wh_delta"": 0.0006, ""ts"": ""2026-08-08T02:47:02.560991""}",2026-08-08T02:47:02.571226
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:47:02.560991""}",2026-08-08T02:47:02.571226
energy,"{""tile_id"": ""tile_3"", ""steps"": 1, ""power_mw"": 620.41, ""energy_wh_delta"": 0.00086, ""ts"": ""2026-08-08T02:47:02.560991""}",2026-08-08T02:47:02.571226
rssi,"{""node_id"": ""corridor_node_1"", ""rssi"": -53.0, ""ts"": ""2026-08-08T02:47:02.560991""}",2026-08-08T02:47:02.586851
energy,"{""tile_id"": ""tile_1"", ""steps"": 1, ""power_mw"": 453.91, ""energy_wh_delta"": 0.00063, ""ts"": ""2026-08-08T02:47:07.564058""}",2026-08-08T02:47:07.568290
energy,"{""tile_id"": ""tile_2"", ""steps"": 0, ""power_mw"": 0.0, ""energy_wh_delta"": 0.0, ""ts"": ""2026-08-08T02:47:07.564412""}",2026-08-08T02:47:07.576559
